ARTIST,SONG
"Lee, Brenda",All Alone Am I
"Lee, Brenda",As Usual
"Lee, Brenda",Big Four Poster Bed
"Lee, Brenda",Break It To Me Gently
"Lee, Brenda",Broken Trust
"Lee, Brenda",Dum Dum
"Lee, Brenda",Emotions
"Lee, Brenda",Everybody Loves Me But You
"Lee, Brenda",Fly Me To The Moon
"Lee, Brenda",Fool #1
"Lee, Brenda",Fool Number One
"Lee, Brenda",Go Tell It On The Mountain
"Lee, Brenda",He's My Rock
"Lee, Brenda",Here Comes That Feeling
"Lee, Brenda",I Want To Be Wanted
"Lee, Brenda",I Wanted To Be Wanted
"Lee, Brenda",I'm Sorry
"Lee, Brenda",I'm Sorry (Vocal)
"Lee, Brenda",If You Love Me
"Lee, Brenda",Jingle Bell Rock
"Lee, Brenda",Johnny One Time
"Lee, Brenda",Let's Dump The Broomstick
"Lee, Brenda",Let's Jump The Broomstick
"Lee, Brenda",Nobody Wins
"Lee, Brenda",Papa Noel
"Lee, Brenda",Rock On Baby
"Lee, Brenda",Rockin Around The Christmas Tree
"Lee, Brenda",Rockin' Around The Christmas Tree
"Lee, Brenda",Rockin' Around The Christmas Tree (Vocal)
"Lee, Brenda",Rocking Around The Christmas Tree
"Lee, Brenda",Rose Garden
"Lee, Brenda",Speak To Me Pretty
"Lee, Brenda",Sunday Sunrise
"Lee, Brenda",Sweet Nothin's
"Lee, Brenda",Sweet Nothing
"Lee, Brenda",Sweet Nothing's
"Lee, Brenda",Sweet Nothings
"Lee, Brenda",Sweet Nothins
"Lee, Brenda",Tell Me What It's Like
"Lee, Brenda",Too Many Rivers
"Lee, Brenda",Who's Sorry Now
"Lee, Brenda",Wrong Ideas
"Lee, Brenda",You Can Depend On Me
"Lee, Brenda Wvocal",All Alone Am I
"Lee, Coco",Do You Want My Love
"Lee, Curtis",Pretty Little Angel Eyes
"Lee, Dc",See The Day
"Lee, Dickey",Laurie
"Lee, Dickey",Patches
"Lee, Dickey",Rocky
"Lee, Ethel & David Hill & Buddy Kaye",Speedy Gonzalez
"Lee, Garry & Showdown",Rodeo Song
"Lee, Gary & Showdown",Rodeo Song
"Lee, Jesse",It's A Girl Thing
"Lee, Johnny",Be There For Me Baby
"Lee, Johnny",Bet Your Heart On Me
"Lee, Johnny",Cherokee Fiddle
"Lee, Johnny",Hey Bartender
"Lee, Johnny",Lookin For Love
"Lee, Johnny",Lookin' For Love
"Lee, Johnny",One In A Million
"Lee, Johnny",Pickin' Up Strangers
"Lee, Johnny",Prisoner Of Hope
"Lee, Johnny",Sounds Like Love
"Lee, Lewis",Attack Of The Killer Tomatoes
"Lee, Mixx Master",Mississippi Slide
"Lee, Murphy & Jermaine Dupri",Wat Da Hook Gon Be
"Lee, Murphy & Jermaine Dupri",Wat Da Hook Gon Be (Vocal)
"Lee, Peggy","Fever, The"
"Lee, Peggy",Come Rain Or Come Shine
"Lee, Peggy",Fever
"Lee, Peggy",Fever (Vocal)
"Lee, Peggy",How Long Has This Been Going On
"Lee, Peggy",I'm A Woman
"Lee, Peggy",I'm A Woman (Vocal)
"Lee, Peggy",I've Got You Under My Skin
"Lee, Peggy",Is That All There Is
"Lee, Peggy",Is That All There Is (Vocal)
"Lee, Peggy",Johnny Guitar
"Lee, Peggy",Manana
"Lee, Peggy",Manana (Vocal)
"Lee, Peggy",Moments Like This
"Lee, Peggy",Moments Like This (Vocal)
"Lee, Peggy",My Heart Belongs To Daddy
"Lee, Peggy",Why Don't You Do Right
"Lee, Peggy",Why Don't You Do Right (Vocal)
"Lee, Ricki",Can't Sing A Different Song
"Lee, Ricki",Love Is All Around
"Lee, Ricki Wvocal",Love Is All Around
"Lee, Robin",Black Velvet
"Lee, Ryan",When I Think Of You
"Lee, Stagga",Roll Wit M.V.P.
"Lee, Tommy",Good Times
"Lee, Tommy",Hold Me Down
"Lee, Tommy & Butch Walker",Good Times
"Lee, Tommy & Butch Walker",Good Times (Vocal)
"Lee, Woody",I Like The Sound Of That
"LEE,DICKEY",Everybodys Talking
"Left Banke, The",Walk Away Renee
Lefty Frizzel,Faded Love
LEFTY FRIZZELL,I WANT TO BE WITH YOU ALWAYS
Legacy Five,Freedom
Legacy Five,Freedom (Vocal)
Legally Blonde,Bend And Snap
Legally Blonde,Legally Blonde
Legally Blonde,Omigod You Guys
Legally Blonde,So Much Better
Legally Blonde,What You Want
"Legend, John",Another Again
"Legend, John",Each Day Gets Better
"Legend, John",Everybody Knows
"Legend, John",Everybody Knows (Vocal)
"Legend, John",Green Light
"Legend, John",Hey Girl
"Legend, John",If You're Out There
"Legend, John",Ordinary People
"Legend, John",Ordinary People (Vocal)
"Legend, John",P.D.A. (We Just Don't Care)
"Legend, John",Save Room
"Legend, John",So High
"Legend, John",So High (Vocal)
"Legend, John",Stay With You
"Legend, John",Used To Love U
"Legend, John & Andre 3000",Green Light
"Legend, John & Andre 3000",Green Light (Vocal)
"Legend, John & Andre 3000 Wvocal",Green Light
"Legend, John & Estelle",No Other Love
"Legend, John & Estelle",No Other Love (Vocal)
"Legend, John & Kanye West",Number One
"Legend, John & Kanye West",Number One (Vocal)
"Legend, John & The Roots",Shine
"Legend, John Vocal",Green Light
"Legend, John Wvocal",Hey Girl
"LEGEND,JOHN",SO HIGH
"Legrand, Michel","Summer Knows, The (Summer Of '42)"
"Legrand, Michel",How Do You Keep The Music Playing
"Legrand, Michel",I Will Wait For You
"Legrand, Michel",What Are You Doing The Rest Of Your Life
"Legrand, Michel",Windmills Of Your Mind (Female)
"Legrand, Michel",Windmills Of Your Mind (Male)
"Lehrer, Tom","Masochism Tango, The"
"Lehrer, Tom",Christmas Carol
"Lehrer, Tom",Poisoning Pigeons In The Park
"Leigh, Danni",29 Nights
"Leigh, Danni",Honey I Do
"Leigh, Danni",House Of Pain
"Leigh, Danni",I Don't Feel That Way
"Leigh, Danni",I Don't Feel That Way Anymore
"Leigh, Danni",If The Jukebox Took Teardrops
"Leigh, Danni",Last Train To San Antone
"Leigh, Danni",Longnecks & Cigarettes
"Leigh, Danni",Sometimes
"Leigh, Denni",House Of Pain
"Leith, Damien",Night Of My Life
"Lekakis, Paul",Boom Boom Let's Go Back To My Room
Lema,Someone Should Tell You
Lemar,"Way Love Goes, The"
Lemar,50 50
Lemar,5050
Lemar,505000
Lemar,Another Day
Lemar,Dance (With You)
Lemar,Dance With U
Lemar,Don't Give It Up
Lemar,If She Knew
Lemar,If There's Any Justice
Lemar,It's Not That Easy
Lemar,No Pressure
Lemar,The Way Love Goes
Lemar,Time To Grow
Lemme See,Usher
LEMON PIPERS,GREEN TAMBORINE
Lemon Pipers,Green Tambourine
"Lemon Pipers, The",Green Tambourine
Lemonheads,If I Could Talk I'd Tell You
Lemonheads,Into Your Arms
"Lemonheads, The",If I Could Talk I'd Tell You
"Lemonheads, The",Into Your Arms
Len,Feelin' Alright
Len,Feelin' Alright (Vocal)
Len,Steal My Sunshine
Len,Stealing My Sunshine
Lena,Satellite
Lena,Satellite (Euro2010)
Lene Lovich,Lucky Number
Lenka,Show
"Lennon, John",#Dream
"Lennon, John",Ballad Of John & Yoko
"Lennon, John",Ballad Of John And Yoko
"Lennon, John",Beautiful Boy
"Lennon, John",Cold Turkey
"Lennon, John",Crippled Inside
"Lennon, John",Give Me Some Truth
"Lennon, John",Give Peace A Chance
"Lennon, John",Happy Christmas
"Lennon, John",Happy Christmas (War Is Over)
"Lennon, John",Happy X Mas War Is Over
"Lennon, John",Happy Xmas (War Is Over)
"Lennon, John",How Do You Sleep
"Lennon, John",I'm Losing You
"Lennon, John",Imagine
"Lennon, John",Instant Karma
"Lennon, John",Instant Karma (We All Shine On)
"Lennon, John",Jealous Guy
"Lennon, John",Just Like Starting Over
"Lennon, John",Love
"Lennon, John",Mind Games
"Lennon, John",Mother
"Lennon, John",Nobody Told Me
"Lennon, John",Number 9 Dream
"Lennon, John",Oh My Love
"Lennon, John",Power To The People
"Lennon, John",Stand By Me
"Lennon, John",Starting Over
"Lennon, John",Watchin' The Wheels
"Lennon, John",Watching The Wheels
"Lennon, John",What Ever Gets You Thru The Night
"Lennon, John",Whatever Get's You Through The Nig
"Lennon, John",Whatever Gets You Thru The Night
"Lennon, John",Woman
"Lennon, John",Working Class Hero
"Lennon, John & Ono, Yoko",And So This Is Christmas
"Lennon, John & Paul McCartney",All You Need Is Love
"Lennon, John & Paul McCartney",And I Love Her
"Lennon, John & Paul McCartney",Can't Buy Me Love
"Lennon, John & Paul McCartney",Come Together
"Lennon, John & Paul McCartney",Eleanor Rigby
"Lennon, John & Paul McCartney",Get Back
"Lennon, John & Paul McCartney",Hey Jude
"Lennon, John & Paul McCartney",Let It Be
"Lennon, John & Paul McCartney",Michelle
"Lennon, John & Paul McCartney",Penny Lane
"Lennon, John & Paul McCartney",She Loves You
"Lennon, John & Paul McCartney",Yesterday
"Lennon, John & Yoko Ono",Happy Xmas (War Is Over)
"Lennon, John And Yoko",Happy Christmas (War Is Over)
"Lennon, Julian",Day After Day
"Lennon, Julian",Much Too Late For Goodbyes
"Lennon, Julian",To Late For Goodbyes
"Lennon, Julian",Valotte
"Lennox, Annie","Lighter Shade Of Pale, A"
"Lennox, Annie","Whiter Shade Of Pale, A (Vocal)"
"Lennox, Annie","Whiter Shade Of Pale, A"
"Lennox, Annie",Here Comes The Rain Again
"Lennox, Annie",Here Comes The Rain Again (Vocal)
"Lennox, Annie",I Can't Get Next To You
"Lennox, Annie",Into The West
"Lennox, Annie",Little Bird
"Lennox, Annie",Little Bird (Vocal)
"Lennox, Annie",Love Song For A Vampire
"Lennox, Annie",No More ''I Love You's''
"Lennox, Annie",No More ''i Love You's''
"Lennox, Annie",No More 'i Love You's'
"Lennox, Annie",No More I Love You’s
"Lennox, Annie",No More I Love You
"Lennox, Annie",No More I Love You's
"Lennox, Annie",No More I Love You's (Vocal)
"Lennox, Annie",No More L Love You's
"Lennox, Annie",Pavement Cracks
"Lennox, Annie",Shining Light
"Lennox, Annie",Shining Light (Vocal)
"Lennox, Annie",Sweet Dreams (Are Made Of This)
"Lennox, Annie",Sweet Dreams (Are Made Of This) (Vocal)
"Lennox, Annie",Thin Line Between Love And Hate
"Lennox, Annie",Train In Vain
"Lennox, Annie",Train In Vain (Vocal)
"Lennox, Annie",Waiting In Vain
"Lennox, Annie",Waiting In Vain (Vocal)
"Lennox, Annie",Walkin' On Broken Glass
"Lennox, Annie",Walking On Broken Glass
"Lennox, Annie",Walking On Broken Glass (Vocal)
"Lennox, Annie",Why
"Lennox, Annie",Why (Vocal)
"Lennox, Annie",Would I Lie To You
"Lennox, Annie & Al Green",Put A Little Love In Your Heart
"Lennox, Annie & Al Green",Put A Little Love In Your Heart (Vocal)
"Lennox, Annie & Al Green Wvocal",Put A Little Love In Your Heart
"Lennox, Annie & Al Greene",Put A Little Love In Your Heart
"Lennox, Annie & Eurythmics",Here Comes The Rain Again
"Lennox, Annie & Eurythmics",No More I Love You's
"Lennox, Annie & Eurythmics",Sweet Dreams (Are Made Of This)
"Lennox, Annie & Eurythmics",Sweet Dreams (Are Made Of This) (Vocal)
"Lennox, Annie & Eurythmics",Take Me To The River
"Lennox, Annie & Eurythmics",Walking On Broken Glass
"Lennox, Annie & Eurythmics",Why
"Lennox, Annie & Eurythmics",Would I Lie To You
"Lennox, Annie Wvocal",Little Bird
"Lennox, Annie Wvocal",No More 'i Love You's'
"Lennox, Annie Wvocal",Waiting In Vain
"Lennox, Annie Wvocal",Walking On Broken Glass
"Lennox, Annie Wvocal",Why
Lenny Kravitz,Again
Lenny Kravitz,Dig In
Lenny Kravitz,Fly Away
Lenny Kravitz,Stillness Of Heart
Lenny Kravitz,Where Are We Runnin
Lenny Kravitz,Where Are We Runnin'
Leo Dan,Como Te Extrano
Leo Dan,Extraños
Leo Dan,Mary Es Mi Amor
Leo Dan,Siempre Estoy Pensando En Ella
Leo Dan,Solo Una Vez
Leo Dan,Ya Olvide
Leo Sayer,"Show Must Go On, The"
Leo Sayer,You Make Me Feel Like Dancing (No Vocals)
Leon Jackson,When You Believe
"Leon, Melina",Baño De Luna
"Leon, Melina",Bano De Luna (Pop Version)
"Leon, Melina",Corazon De Mujer
"Leon, Melina",Cuando Una Mujer
"Leon, Melina",Cuando Una Mujer (Ballad)
"Leon, Melina",La Persona Equivocada
"Leon, Melina",La Persona Equivocada (Version Merengue)
"Leon, Walter",La Colegiala
Leona,"Moment Like This, A"
Leona,Moment Like This
Leona Lewis,Bleeding Love
Leona Lewis,Collide
Leona Lewis,Happy
Leona Lewis,I Got You
Leona Lewis,I See You
Leona Lewis,One More Sleep
Leona Lewis,Run ( Radio One Lounge Version )
Leona Lewis,Whatever It Takes
Leonardo Favio,Ella Ya Me Olvido
Leonardo Favio,Fuiste Mia Un Verano
Leonardo Favio,O Quiza Simplemente
Leonardos Bride,Even When Im Sleeping
"Leontiou, Kristian",Some Say
"Leontiou, Kristian",Story Of My Life
"Lerner, Alejandro",Despues De Ti
"Lerner, Alejandro",Todo A Pulmon
Leroux,New Orleans Ladies
Leroy,Santa Stole My Baby
LEROY VAN DYKE,WALK ON BY
Les B.B.,Donne-Moi Ma Chance
Les B.B.,Donne-Moi Ma Chance.1
Les B.B.,Fais Attention
Les B.B.,Pourquoi T'es Dans La Lune
Les B.B.,Pourquoi T'es Dans La Lune.1
Les Bouts De Papiers,Seguin R
Les Colocs,Dédé
Les Colocs,Dédé.1
Les Colocs,Julie
Les Colocs,La Rue Principale
Les Colocs,La Rue Principale.1
Les Miserables,"Little Fall Of Rain, A"
Les Miserables,Bring Him Home
Les Miserables,Bring Him Home (Vocal)
Les Miserables,Castle On A Cloud
Les Miserables,Castle On A Cloud (Vocal)
Les Miserables,Do You Hear The People Sing
Les Miserables,Empty Chairs At Empty Tables
Les Miserables,Empty Chairs At Empty Tables (Vocal)
Les Miserables,I Dreamed A Dream
Les Miserables,I Dreamed A Dream (Vocal)
Les Miserables,In My LIFE1
Les Miserables,In My Life
Les Miserables,Last Night Of The World[Miss Saigon]
Les Miserables,Little Fall Of Rain
Les Miserables,Master Of The House
Les Miserables,Master Of The House (Vocal)
Les Miserables,On My Own
Les Miserables,On My Own (Vocal)
Les Miserables,Stars
Les Miserables,Stars (Vocal)
Les Miserables,Who Am I
Les Miserables Wvocal,I Dreamed A Dream
Les Miz,I Dreamed A Dream
Les Parfaits Salauds,Le Dernier Train
Les Parfaits Salauds,Trop Fragile
Les Parfaits Salauds,Trop Fragile.1
Les Paul & Mary Ford,Vaya Con Dios
"Lesler, Ketty",Love Letters
"Leslie, Ryan",Diamond Girl
"Leslie, Ryan",How It Was Supposed To Be
"Leslie, Ryan",How It Was Supposed To Be (Vocal)
"Leslie, Ryan",I Choose You
"Leslie, Ryan",I Choose You (Vocal)
"Leslie, Ryan",You're Not My Girl
"Leslie, Ryan",You're Not My Girl (Vocal)
"Leslie, Ryan & Cassie & Fabolous",Addiction
"Leslie, Ryan & Cassie & Fabolous",Addiction (Vocal)
"Leslie, Ryan & Cassie & Fabolous Wvocal",Addiction
"Leslie, Ryan Wvocal",How It Was Supposed To Be
"Leslie, Ryan Wvocal",I Choose You
Lesly Gore,California Nights
Lesly Gore,Judy's Turn To Cry
Lesly Gore,Maybe I Know
Less Than Jake,"Science Of Selling Yourself Short, The"
Less Than Jake,History Of A Boring Town
Less Than Jake,Science Of Selling Yourself Short
Lessly,Declaracion De Amor
"Lesson In Leavin', A","West, Dottie"
Lessons Learned,"Lawrence, Tracy"
"Lester, Ketty",Love Letter
"Lester, Ketty",Love Letters
Let It Be Me,"Butler, Jerry"
Let Loose,Crazy For You
Let Love Be Your Energy,"Williams, Robbie"
Let That Pony Run,"Tillis, Pam"
Let The Little Girl Dance,"Bland, Billy"
LET THE RIVER RUN,CARLY SIMON
Let Them Be Little,Billy Dean
Let There Be Cowgirls,Chris Cagle
Let There Be One Cowboy Left,"Houston, Randy"
Let There Be Peace On Earth,"Gill, Vince & Jen"
Lethal Bizzle FT. Cherri Voncelle,The Drop
LeToya,Not Anymore
LeToya,Obvious
LeToya,She Don't
LeToya,She Don't (Vocal)
LeToya,Torn
Letoya,Not Anymore
Letoya,Obvious
Letoya,She Don't
Letoya,She Dont
Letoya,Torn
LeToya & Ludacris,Regret
LeToya & Ludacris,Regret (Vocal)
LeToya Wvocal,She Don't
Letoya Wvocal,She Don't
Letoya Wvocal,Torn
Letra & Alejandro Abaroa,Amigos Por Siempre
Lets Dance To Joy Division,Wombats
Let's Face The Music & Dance,"Sinatra, Frank"
Let's Get It On,Marvin Gaye
Let's Go,"Harris, Calvin & Ne-Yo"
Let's Go To Vegas,"Hill, Faith"
Let's Hear It For The Boy,Denise Williams
Let's Make Love,"McGraw, Tim & Faith Hill"
Let's Work Together,Canned Heat
"Letter, The","Box Tops, The"
"Letter, The","Cocker, Joe"
Lettermen,"First Noel, The"
Lettermen,Away In A Manger
Lettermen,Deck The Halls
Lettermen,Go Tell It On The MountainWe Wish You A Merry Chr
Lettermen,Jolly Old St. NicholasUp On The Housetop
Lettermen,My Favorite Things
Lettermen,O Come All Ye Faithful
Lettermen,O Holy Night
Lettermen,Silent Night
Lettermen,Theme From A Summer Place
Lettermen,We Three Kings
Lettermen,What Child Is This
"Lettermen, The","Go Tell It On The Mountain, We Wish You A Merry Christmas"
"Lettermen, The",We Three Kings
"Lettermen, The",What Now My Love
"Lettermen, The",When I Fall In Love
Letters From Home,"Montgomery, John Michael"
Letters To Cleo,Dangerous Type
Letters To Cleo,Here & Now
Letters To Cleo,Here And Now
Letters To London,"Smith, Grainger Wvocal"
Letters To London,"Smith, Granger"
Level 42,Almost There
Level 42,Hot Water
Level 42,It's Over
Level 42,Lessons In Love
Level 42,Living It Up
Level 42,Love Games
Level 42,Running In The Family
Level 42,Something About You
Level Up,Sway & Kelsey
"Levellers, The",What A Beautiful Day
"Levert, Gerald",ABC 123
"Levert, Gerald",Abc 123
"Levert, Gerald",Answering Service
"Levert, Gerald",Can You Handle It
"Levert, Gerald",Can't Help Myself
"Levert, Gerald",Casanova
"Levert, Gerald",Got That Love
"Levert, Gerald",How Many Times
"Levert, Gerald",I'd Give Anything
"Levert, Gerald",In My Songs
"Levert, Gerald",Mister Too Damn Good
"Levert, Gerald",Mister Too Damn Good1
"Levert, Gerald",Mr. Too Damn Good
"Levert, Gerald",Mr.Too Damn Good
"Levert, Gerald",Nothin' To Somethin'
"Levert, Gerald",One Million Times
"Levert, Gerald",One Million Times (Vocal)
"Levert, Gerald",Taking Everything
"Levert, Gerald",Thinkin' Bout It
"Levert, Gerald",U Got That Love
"Levert, Gerald",U Got That Love (Vocal)
"Levert, Gerald & Eddie",Baby Hold On To Me
"Levert, Gerald & Eddie Levert",Baby Hold On To Me
"Lewie, Jona",Stop The Calvary
"Lewie, Jona",Stop The Cavalry
"Lewis Family, The","Rose In A Bible, A (Vocal)"
"Lewis Family, The","Rose In A Bible, A"
"Lewis Family, The","So Many Years, So Many Blessings (Vocal)"
"Lewis Family, The","So Many Years, So Many Blessings"
"Lewis Family, The",He Still Looks Over Me
"Lewis Family, The",He Still Looks Over Me (Vocal)
"Lewis Family, The",I'll Meet You On The Mountain
"Lewis Family, The",I'll Meet You On The Mountain (Vocal)
"Lewis, Aaron & Fred Durst",Outside
"Lewis, Barbara","Baby, I'm Yours"
"Lewis, Barbara","Baby, Im Yours"
"Lewis, Barbara",Baby I'm Yours
"Lewis, Barbara",Hello Stranger
"Lewis, Barbara",Make Me Your Baby
"Lewis, Barbra","Baby, Im Yours"
"Lewis, Bobby",Tossin' & Turnin'
"Lewis, Bobby",Tossin' And Turnin'
"Lewis, Bobby",Tossin' N' Turnin'
"Lewis, C.J.",Sweets For My Sweet
"Lewis, C.J.",Sweets For My Sweets
"Lewis, Crystal",My Redeemer Lives
"Lewis, Crystal",Only Fools
"Lewis, Crystal",Only Fools (Vocal)
"Lewis, Crystal",Trust Me
"Lewis, Donna",Falling
"Lewis, Donna",I Could Be The One
"Lewis, Donna",I Love You Always & Forever
"Lewis, Donna",I Love You Always And Forever
"Lewis, Donna",I Love You Always Forever
"Lewis, Donna",Love Him
"Lewis, Donna",Mother
"Lewis, Donna",Without Love
"Lewis, Donna & Richard Marx",At The Beginning
"Lewis, Donna & Richard Marx",At The Beginning (Vocal)
"Lewis, Gary & Playboys",Count Me In
"Lewis, Gary & Playboys, The",This Diamond Ring
"Lewis, Gary & The Playboys",Count Me In
"Lewis, Gary & The Playboys",Everybody Loves A Clown
"Lewis, Gary & The Playboys",Lady Willpower
"Lewis, Gary & The Playboys",Lady Willpower (Vocal)
"Lewis, Gary & The Playboys",Save Your Heart For Me
"Lewis, Gary & The Playboys",She's Just My Style
"Lewis, Gary & The Playboys",Sure Gonna Miss Her
"Lewis, Gary & The Playboys",This Diamond Ring
"Lewis, Gary & The Playboys",This Diamond Ring Vocal)
"Lewis, Glen",Don't You Forget It
"Lewis, Glenn",Don't You Forget It 
"Lewis, Glenn",Don't You Forget It
"Lewis, Huey",Doin' It
"Lewis, Huey",Doing It All For My Baby
"Lewis, Huey",Heart Of Rock 'N' Roll
"Lewis, Huey",Heart Of Rock 'n' Roll
"Lewis, Huey",Workin' For A Livin'
"Lewis, Huey",Working For A Living
"Lewis, Huey & Gweneth Paltrow",Cruisin'
"Lewis, Huey & Gwenyth Paltrow",Cruisin'
"Lewis, Huey & Gwyneth Paltrow",Cruisin’
"Lewis, Huey & Gwyneth Paltrow",Cruisin'
"Lewis, Huey & Gwyneth Paltrow",Cruisin' (Vocal)
"Lewis, Huey & Gwyneth Paltrow",Crusin'
"Lewis, Huey & Gwyneth Paltrow",Crusin' (Vocal)
"Lewis, Huey & News",Walking On A Thin Line
"Lewis, Huey & News, The","Power Of Love, The"
"Lewis, Huey & News, The",Doing It All For My Baby
"Lewis, Huey & News, The",Heart And Soul
"Lewis, Huey & News, The",Heart Of Rock & Roll
"Lewis, Huey & News, The",Hip To Be Square
"Lewis, Huey & News, The",If This Is It
"Lewis, Huey & News, The",Perfect World
"Lewis, Huey & News, The",Stuck With You
"Lewis, Huey & The News","Heart Of Rock & Roll, The"
"Lewis, Huey & The News","Power Of Love, The"
"Lewis, Huey & The News",100 Years From Now
"Lewis, Huey & The News",But It's Alright
"Lewis, Huey & The News",Couple Days Off
"Lewis, Huey & The News",Do You Believe In Love
"Lewis, Huey & The News",Doin' It (All For My Baby)
"Lewis, Huey & The News",Doing It All For My Baby
"Lewis, Huey & The News",Feeling Alright
"Lewis, Huey & The News",Heart & Soul
"Lewis, Huey & The News",Heart And Soul
"Lewis, Huey & The News",Heart Of Rock & Roll
"Lewis, Huey & The News",Hip To Be Square
"Lewis, Huey & The News",I Want A New Drug
"Lewis, Huey & The News",I Want A New Drug (Vocal)
"Lewis, Huey & The News",If This Is It
"Lewis, Huey & The News",It Hit Me Like A Hammer
"Lewis, Huey & The News",Its Alright
"Lewis, Huey & The News",Jacob's Ladder
"Lewis, Huey & The News",Let Her Go & Start Over
"Lewis, Huey & The News",Let Her Go And Start Over
"Lewis, Huey & The News",Little Bitty Pretty One
"Lewis, Huey & The News",Mother-In-Law
"Lewis, Huey & The News",New Drug
"Lewis, Huey & The News",Perfect World
"Lewis, Huey & The News",Power Of Love
"Lewis, Huey & The News",She's Some Kind Of Wonderful
"Lewis, Huey & The News",Small World
"Lewis, Huey & The News",Some Kind Of Wonderful
"Lewis, Huey & The News",Stagger Lee
"Lewis, Huey & The News",Stuck With You
"Lewis, Huey & The News",The Power Of Love
"Lewis, Huey & The News",Walking On A Thin Line
"Lewis, Huey & The News",Workin' For A Livin'
"Lewis, Huey & The News",Working For A Living
"Lewis, Huey And The News",Do You Believe In Love
"Lewis, Jerry Lee","Another Place, Another Time"
"Lewis, Jerry Lee",Breathless
"Lewis, Jerry Lee",Crazy Arms
"Lewis, Jerry Lee",Drinkin' Wine
"Lewis, Jerry Lee",Drinkin' Wine Spo-De-O-Dee
"Lewis, Jerry Lee",Drinking Wine Spo Dee O'dee
"Lewis, Jerry Lee",Drinking Wine Spo-Dee O'Dee
"Lewis, Jerry Lee",Drinking Wine Spo-Dee O'dee
"Lewis, Jerry Lee",Drinking Wine Spo-Dee-O-Dee
"Lewis, Jerry Lee",Great Balls Of Fire
"Lewis, Jerry Lee",Great Balls Of Fire (Vocal)
"Lewis, Jerry Lee",High School Confidential
"Lewis, Jerry Lee",Middle Age Crazy
"Lewis, Jerry Lee",Once More With Feeling
"Lewis, Jerry Lee",One Minute Past Eternity
"Lewis, Jerry Lee",Rockin' My Life Away
"Lewis, Jerry Lee",Rocking My Life Away
"Lewis, Jerry Lee",She Even Woke Me Up To Say Goodbye
"Lewis, Jerry Lee",There Must Be More To Love Than This
"Lewis, Jerry Lee",Thirty Nine & Holding
"Lewis, Jerry Lee",Thirty Nine And Holding
"Lewis, Jerry Lee",What Made Milwaukee Famous
"Lewis, Jerry Lee",What'd I Say
"Lewis, Jerry Lee",What's Made Milwaukee Famous
"Lewis, Jerry Lee",Whole Lotta Shakin' Goin On
"Lewis, Jerry Lee",Whole Lotta Shakin' Goin' On
"Lewis, Jerry Lee",Whole Lotta Shakin' Going On
"Lewis, Jerry Lee",Would You Take Another Chance On Me
"Lewis, Jerry Lee",You Win Again
"Lewis, Jerry Lee & Bruce Springteen",Pink Cadillac
"Lewis, Leona","Best You Never Had, The"
"Lewis, Leona","First Time Ever I Saw Your Face, The"
"Lewis, Leona","Moment Like This, A"
"Lewis, Leona",Angel
"Lewis, Leona",Better In Time
"Lewis, Leona",Better In Time (Vocal)
"Lewis, Leona",Bleeding Love
"Lewis, Leona",Bleeding Love (Vocal)
"Lewis, Leona",Footprints In The Sand
"Lewis, Leona",Forgive Me
"Lewis, Leona",Happy
"Lewis, Leona",Happy (Vocal)
"Lewis, Leona",Happy Wvocals
"Lewis, Leona",Here I Am
"Lewis, Leona",Homeless
"Lewis, Leona",I Got You
"Lewis, Leona",I Got You (Vocal)
"Lewis, Leona",I See You
"Lewis, Leona",I See You (Vocal)
"Lewis, Leona",I Will Be
"Lewis, Leona",I Will Be (Vocal)
"Lewis, Leona",I'm You
"Lewis, Leona",My Hands
"Lewis, Leona",Run
"Lewis, Leona",Run (Live Version)
"Lewis, Leona",Run (Radio One Live Lounge Version)
"Lewis, Leona",Stop Crying Your Heart Out
"Lewis, Leona",Take A Bow
"Lewis, Leona",Whatever It Takes
"Lewis, Leona",Yesterday
"Lewis, Leona & Avicii",Collide
"Lewis, Leona Wvocal",Bleeding Love
"Lewis, Michelle",Nowhere & Everywhere
"Lewis, Michelle",Nowhere And Everywhere
"Lewis, Richard & Donna Lewis",At The Beginning
"Lewis, Shaznay",I've Never Felt Like This Before
"Lewis, Shaznay",Nasty Boy
"Lewis, Shaznay",You
"Lewis, Smiley",I Hear You Knockin'
"Lewis, Smiley",I Hear You Knocking
"Lewis, Ted",Baby Face
"LEWIS,JERRY LEE",Great Balls Of Fire
"Ley, La",Eternidad
"Ley, La",Mentira
"Ley, La",Mi Ley
"Leyton, John",Johnny Remember Me
LFO,Baby Be Mine
LFO,Every Other Time
LFO,Girl On TV
LFO,Girl On TV (Vocal)
LFO,Girl On Tv
LFO,I Don't Wanna Kiss You Goodnight
LFO,I Don't Want To Kiss You Goodnight
LFO,Life Is Good
LFO,SuMMer Girls
LFO,Summer Girls
LFO,Summer Girls (Vocal)
LFO,West Side Story
Lfo,Every Other Time
Lfo,Girl On T.V
Lfo,Girl On Tv
Lfo,I Don't Wanna Kiss You Goodnight
Lfo,I Don't Want To Kiss You Goodnight
Lfo,Life Is Good
Lfo,Summer Girls
Lfo,West Side Story
Lfo (Lyte Funkie Ones),Summer Girls
Lfo Wvocal,Summer Girls
Liam Lynch,United States Of Whatever
Liberacion,En La Misma Cama
Liberate,Disturbed
Libertines,Can't Stand Me Now
